Episode,Score,Steps,AvgScore,Epsilon
1808,2,54,8.50,0.0100
1809,6,96,8.54,0.0100
1810,8,250,8.61,0.0100
1811,10,253,8.55,0.0100
1812,6,146,8.48,0.0100
1813,3,104,8.41,0.0100
1814,13,262,8.49,0.0100
1815,4,67,8.47,0.0100
1816,12,221,8.54,0.0100
1817,18,537,8.63,0.0100
1818,12,179,8.62,0.0100
1819,8,152,8.60,0.0100
1820,3,95,8.62,0.0100
1821,5,99,8.54,0.0100
1822,14,191,8.53,0.0100
1823,10,284,8.61,0.0100
1824,3,35,8.61,0.0100
1825,7,167,8.65,0.0100
1826,8,219,8.59,0.0100
1827,6,106,8.56,0.0100
1828,4,65,8.53,0.0100
1829,7,56,8.58,0.0100
1830,5,66,8.59,0.0100
1831,3,99,8.51,0.0100
1832,12,244,8.59,0.0100
1833,1,25,8.56,0.0100
1834,7,164,8.50,0.0100
1835,5,121,8.52,0.0100
1836,11,164,8.54,0.0100
1837,1,50,8.44,0.0100
1838,3,41,8.39,0.0100
1839,11,192,8.35,0.0100
1840,1,20,8.25,0.0100
1841,16,294,8.29,0.0100
1842,0,35,8.17,0.0100
1843,11,162,8.21,0.0100
1844,12,351,8.18,0.0100
1845,14,381,8.28,0.0100
1846,6,110,8.21,0.0100
1847,9,200,8.16,0.0100
1848,0,4,8.10,0.0100
1849,15,311,8.08,0.0100
1850,9,218,8.12,0.0100
1851,2,93,8.00,0.0100
1852,8,175,7.96,0.0100
1853,1,11,7.91,0.0100
1854,1,36,7.80,0.0100
1855,14,328,7.81,0.0100
1856,13,289,7.87,0.0100
1857,16,212,7.97,0.0100
1858,9,180,8.02,0.0100
1859,4,130,8.02,0.0100
1860,11,169,8.02,0.0100
1861,5,40,8.00,0.0100
1862,3,59,7.89,0.0100
1863,6,102,7.83,0.0100
1864,8,104,7.85,0.0100
1865,1,9,7.75,0.0100
1866,1,18,7.68,0.0100
1867,11,231,7.77,0.0100
1868,9,125,7.78,0.0100
1869,11,182,7.74,0.0100
1870,11,179,7.80,0.0100
1871,2,15,7.73,0.0100
1872,5,124,7.67,0.0100
1873,16,364,7.78,0.0100
1874,6,60,7.83,0.0100
1875,9,117,7.89,0.0100
1876,0,11,7.73,0.0100
1877,1,17,7.68,0.0100
1878,5,93,7.63,0.0100
1879,16,324,7.66,0.0100
1880,1,22,7.58,0.0100
1881,5,104,7.53,0.0100
1882,2,40,7.50,0.0100
1883,9,129,7.50,0.0100
1884,4,79,7.48,0.0100
1885,12,267,7.59,0.0100
1886,8,216,7.58,0.0100
1887,10,152,7.55,0.0100
1888,10,307,7.52,0.0100
1889,7,220,7.58,0.0100
1890,14,274,7.67,0.0100
1891,12,229,7.71,0.0100
1892,3,107,7.67,0.0100
1893,0,85,7.52,0.0100
1894,11,228,7.54,0.0100
1895,6,63,7.60,0.0100
1896,7,154,7.54,0.0100
1897,2,20,7.44,0.0100
1898,14,233,7.44,0.0100
1899,21,515,7.52,0.0100
1900,13,160,7.50,0.0100
1901,2,48,7.34,0.0100
1902,6,92,7.38,0.0100
1903,0,11,7.34,0.0100
1904,5,49,7.32,0.0100
1905,10,143,7.31,0.0100
1906,7,102,7.28,0.0100
1907,0,15,7.27,0.0100
1908,2,33,7.27,0.0100
1909,3,59,7.24,0.0100
1910,7,112,7.23,0.0100
1911,11,355,7.24,0.0100
1912,2,15,7.20,0.0100
1913,3,84,7.20,0.0100
1914,13,210,7.20,0.0100
1915,6,47,7.22,0.0100
1916,5,135,7.15,0.0100
1917,1,27,6.98,0.0100
1918,7,182,6.93,0.0100
1919,6,103,6.91,0.0100
1920,2,44,6.90,0.0100
1921,10,131,6.95,0.0100
1922,15,243,6.96,0.0100
1923,9,134,6.95,0.0100
1924,21,359,7.13,0.0100
1925,13,216,7.19,0.0100
1926,3,28,7.14,0.0100
1927,5,266,7.13,0.0100
1928,7,254,7.16,0.0100
