Episode,Agent1Reward,Agent2Reward,Agent1AvgR,Agent2AvgR,Agent1Wins,Agent2Wins,Steps,BufSize,Loss1,Loss2
311,1.9000000000000208,-13.099999999999982,-5.816,-2.816,263,258,131,8874,0.30279,0.23067
312,-10.6,4.4,-5.816,-2.816,263,258,6,8880,0.30279,0.23067
313,1.0999999999999983,-3.899999999999986,-5.816,-2.816,263,259,39,8919,0.30279,0.23067
314,-11.7,3.3,-5.816,-2.816,263,259,17,8936,0.30279,0.23067
315,-10.799999999999999,4.2,-5.816,-2.816,263,259,8,8944,0.30279,0.23067
316,-10.9,4.1000000000000005,-5.816,-2.816,263,259,9,8953,0.30279,0.23067
317,-10.9,4.1000000000000005,-5.816,-2.816,263,259,9,8962,0.30279,0.23067
318,9.50000000000001,-5.499999999999994,-5.816,-2.816,263,259,55,9017,0.30279,0.23067
319,-11.0,4.0,-5.816,-2.816,263,259,10,9027,0.30279,0.23067
320,-11.0,4.0,-6.463,-1.863,263,259,10,9037,0.30485,0.21999
321,-11.4,3.6000000000000005,-6.463,-1.863,263,259,14,9051,0.30485,0.21999
322,-10.9,4.1000000000000005,-6.463,-1.863,263,259,9,9060,0.30485,0.21999
323,8.60000000000001,-16.39999999999999,-6.463,-1.863,264,259,64,9124,0.30485,0.21999
324,-3.7999999999999847,-8.799999999999981,-6.463,-1.863,264,260,88,9212,0.30485,0.21999
325,-11.2,3.8000000000000007,-6.463,-1.863,264,260,12,9224,0.30485,0.21999
326,-11.8,3.2,-6.463,-1.863,264,260,18,9242,0.30485,0.21999
327,1.5999999999999988,-13.400000000000002,-6.463,-1.863,264,260,34,9276,0.30485,0.21999
328,1.899999999999999,-13.100000000000001,-6.463,-1.863,264,260,31,9307,0.30485,0.21999
329,-10.799999999999999,4.2,-6.463,-1.863,264,260,8,9315,0.30485,0.21999
330,-10.799999999999999,4.2,-6.463,-1.863,264,260,8,9323,0.30485,0.21999
331,2.1999999999999993,-12.8,-6.463,-1.863,264,260,28,9351,0.30485,0.21999
332,-10.799999999999999,4.2,-6.463,-1.863,264,260,8,9359,0.30485,0.21999
333,-12.700000000000001,2.2999999999999994,-6.463,-1.863,264,260,27,9386,0.30485,0.21999
334,1.1999999999999984,-13.8,-6.463,-1.863,264,260,38,9424,0.30485,0.21999
335,13.8,-11.2,-6.463,-1.863,265,260,12,9436,0.30485,0.21999
336,-10.799999999999999,4.2,-6.463,-1.863,265,260,8,9444,0.30485,0.21999
337,-15.699999999999996,19.299999999999983,-6.463,-1.863,265,261,57,9501,0.30485,0.21999
338,-0.29999999999999716,-15.299999999999997,-6.463,-1.863,265,261,53,9554,0.30485,0.21999
339,-10.9,4.1000000000000005,-6.463,-1.863,265,261,9,9563,0.30485,0.21999
340,2.3999999999999995,-12.600000000000001,-6.284,-2.184,265,261,26,9589,0.32448,0.27666
341,-10.799999999999999,4.2,-6.284,-2.184,265,261,8,9597,0.32448,0.27666
342,3.8000000000000007,-1.1999999999999957,-6.284,-2.184,265,262,12,9609,0.32448,0.27666
343,-11.1,3.9000000000000004,-6.284,-2.184,265,262,11,9620,0.32448,0.27666
344,-13.8,1.1999999999999984,-6.284,-2.184,265,262,38,9658,0.32448,0.27666
345,-8.999999999999982,-3.999999999999984,-6.284,-2.184,266,262,90,9748,0.32448,0.27666
346,-11.1,3.9000000000000004,-6.284,-2.184,266,262,11,9759,0.32448,0.27666
347,-12.1,2.9,-6.284,-2.184,266,262,21,9780,0.32448,0.27666
348,-12.8,2.1999999999999993,-6.284,-2.184,266,262,28,9808,0.32448,0.27666
349,-10.9,4.1000000000000005,-6.284,-2.184,266,262,9,9817,0.32448,0.27666
350,-11.2,3.8000000000000007,-6.284,-2.184,266,262,12,9829,0.32448,0.27666
351,-12.3,2.6999999999999997,-6.284,-2.184,266,262,23,9852,0.32448,0.27666
352,-10.9,4.1000000000000005,-6.284,-2.184,266,262,9,9861,0.32448,0.27666
353,2.4999999999999996,7.500000000000002,-6.284,-2.184,266,263,25,9886,0.32448,0.27666
354,-11.1,3.9000000000000004,-6.284,-2.184,266,263,11,9897,0.32448,0.27666
355,-11.1,3.9000000000000004,-6.284,-2.184,266,263,11,9908,0.32448,0.27666
356,-11.1,3.9000000000000004,-6.284,-2.184,266,263,11,9919,0.32448,0.27666
357,-1.2999999999999936,-16.299999999999994,-6.284,-2.184,266,263,63,9982,0.32448,0.27666
358,-10.799999999999999,4.2,-6.284,-2.184,266,263,8,9990,0.32448,0.27666
359,3.8000000000000007,-11.2,-6.284,-2.184,266,263,12,10002,0.32448,0.27666
360,-5.899999999999977,-20.899999999999977,-6.553,-1.653,266,263,109,10111,0.34563,0.27738
361,2.099999999999999,-2.8999999999999897,-6.553,-1.653,266,264,29,10140,0.34563,0.27738
362,13.100000000000001,-11.9,-6.553,-1.653,267,264,19,10159,0.34563,0.27738
363,3.8000000000000007,-11.2,-6.553,-1.653,267,264,12,10171,0.34563,0.27738
364,-11.1,3.9000000000000004,-6.553,-1.653,267,264,11,10182,0.34563,0.27738
365,9.900000000000006,-15.099999999999998,-6.553,-1.653,268,264,51,10233,0.34563,0.27738
366,-10.9,4.1000000000000005,-6.553,-1.653,268,264,9,10242,0.34563,0.27738
367,3.8000000000000007,-11.2,-6.553,-1.653,268,264,12,10254,0.34563,0.27738
368,-11.2,3.8000000000000007,-6.553,-1.653,268,264,12,10266,0.34563,0.27738
369,-10.799999999999999,4.2,-6.553,-1.653,268,264,8,10274,0.34563,0.27738
370,3.8000000000000007,-11.2,-6.553,-1.653,268,264,12,10286,0.34563,0.27738
371,-11.7,3.3,-6.553,-1.653,268,264,17,10303,0.34563,0.27738
372,-11.1,3.9000000000000004,-6.553,-1.653,268,264,11,10314,0.34563,0.27738
373,-11.1,3.9000000000000004,-6.553,-1.653,268,264,11,10325,0.34563,0.27738
374,0.5,-14.5,-6.553,-1.653,268,264,45,10370,0.34563,0.27738
375,-11.2,3.8000000000000007,-6.553,-1.653,268,264,12,10382,0.34563,0.27738
376,1.5999999999999988,-3.3999999999999977,-6.553,-1.653,268,265,34,10416,0.34563,0.27738
377,3.4000000000000004,-11.6,-6.553,-1.653,268,265,16,10432,0.34563,0.27738
378,-11.1,3.9000000000000004,-6.553,-1.653,268,265,11,10443,0.34563,0.27738
379,2.4999999999999996,-12.5,-6.553,-1.653,268,265,25,10468,0.34563,0.27738
380,13.400000000000006,-11.6,-5.301,-2.301,269,265,16,10484,0.34721,0.32994
381,3.7,-11.299999999999999,-5.301,-2.301,269,265,13,10497,0.34721,0.32994
382,11.400000000000013,-13.600000000000001,-5.301,-2.301,270,265,36,10533,0.34721,0.32994
383,-11.4,3.6000000000000005,-5.301,-2.301,270,265,14,10547,0.34721,0.32994
384,2.9,-2.099999999999996,-5.301,-2.301,270,266,21,10568,0.34721,0.32994
385,-3.2999999999999865,-8.299999999999983,-5.301,-2.301,270,267,83,10651,0.34721,0.32994
386,-11.7,3.3,-5.301,-2.301,270,267,17,10668,0.34721,0.32994
387,-10.9,4.1000000000000005,-5.301,-2.301,270,267,9,10677,0.34721,0.32994
388,13.400000000000002,-11.6,-5.301,-2.301,271,267,16,10693,0.34721,0.32994
389,-1.6999999999999567,-16.699999999999957,-5.301,-2.301,271,267,167,10860,0.34721,0.32994
390,13.800000000000004,-11.2,-5.301,-2.301,272,267,12,10872,0.34721,0.32994
391,3.8000000000000007,-11.2,-5.301,-2.301,272,267,12,10884,0.34721,0.32994
392,-3.2999999999999865,-18.299999999999986,-5.301,-2.301,272,267,83,10967,0.34721,0.32994
393,-10.799999999999999,4.2,-5.301,-2.301,272,267,8,10975,0.34721,0.32994
394,-10.9,4.1000000000000005,-5.301,-2.301,272,267,9,10984,0.34721,0.32994
395,-12.700000000000001,2.2999999999999994,-5.301,-2.301,272,267,27,11011,0.34721,0.32994
396,-11.1,3.9000000000000004,-5.301,-2.301,272,267,11,11022,0.34721,0.32994
397,0.8999999999999986,-14.100000000000001,-5.301,-2.301,272,267,41,11063,0.34721,0.32994
398,-10.6,4.4,-5.301,-2.301,272,267,6,11069,0.34721,0.32994
399,-67.50000000000044,-57.50000000000054,-5.301,-2.301,272,268,675,11744,0.34721,0.32994
400,-67.50000000000044,-57.50000000000053,-6.292,-3.692,272,269,675,12419,0.30840,0.26811
401,3.8000000000000007,-11.2,-6.292,-3.692,272,269,12,12431,0.30840,0.26811
402,-11.7,3.3,-6.292,-3.692,272,269,17,12448,0.30840,0.26811
403,3.8000000000000007,-11.2,-6.292,-3.692,272,269,12,12460,0.30840,0.26811
404,-10.799999999999999,4.2,-6.292,-3.692,272,269,8,12468,0.30840,0.26811
405,3.0999999999999996,-1.8999999999999968,-6.292,-3.692,272,270,19,12487,0.30840,0.26811
406,3.8000000000000007,-11.2,-6.292,-3.692,272,270,12,12499,0.30840,0.26811
407,2.8,-12.2,-6.292,-3.692,272,270,22,12521,0.30840,0.26811
408,3.8000000000000007,-11.2,-6.292,-3.692,272,270,12,12533,0.30840,0.26811
409,-10.9,4.1000000000000005,-6.292,-3.692,272,270,9,12542,0.30840,0.26811
410,-10.9,4.1000000000000005,-6.292,-3.692,272,270,9,12551,0.30840,0.26811
411,3.8000000000000007,-11.2,-6.292,-3.692,272,270,12,12563,0.30840,0.26811
412,3.7,-11.299999999999999,-6.292,-3.692,272,270,13,12576,0.30840,0.26811
413,3.8000000000000007,-11.2,-6.292,-3.692,272,270,12,12588,0.30840,0.26811
414,-10.7,4.300000000000001,-6.292,-3.692,272,270,7,12595,0.30840,0.26811
415,13.100000000000001,-11.9,-6.292,-3.692,273,270,19,12614,0.30840,0.26811
416,-10.799999999999999,4.2,-6.292,-3.692,273,270,8,12622,0.30840,0.26811
417,3.0999999999999996,-11.9,-6.292,-3.692,273,270,19,12641,0.30840,0.26811
418,-10.7,4.300000000000001,-6.292,-3.692,273,270,7,12648,0.30840,0.26811
419,-11.6,3.4000000000000004,-6.292,-3.692,273,270,16,12664,0.30840,0.26811
420,3.3,-11.7,-5.294,-4.394,273,270,17,12681,0.32117,0.28664
421,-12.1,2.9,-5.294,-4.394,273,270,21,12702,0.32117,0.28664
422,0.3000000000000007,-14.7,-5.294,-4.394,273,270,47,12749,0.32117,0.28664
423,-13.200000000000001,1.799999999999999,-5.294,-4.394,273,270,32,12781,0.32117,0.28664
424,-10.9,4.1000000000000005,-5.294,-4.394,273,270,9,12790,0.32117,0.28664
425,3.8000000000000007,-11.2,-5.294,-4.394,273,270,12,12802,0.32117,0.28664
426,12.500000000000009,-12.5,-5.294,-4.394,274,270,25,12827,0.32117,0.28664
427,3.3,-11.7,-5.294,-4.394,274,270,17,12844,0.32117,0.28664
428,-10.799999999999999,4.2,-5.294,-4.394,274,270,8,12852,0.32117,0.28664
429,-10.7,4.300000000000001,-5.294,-4.394,274,270,7,12859,0.32117,0.28664
430,1.5999999999999988,-13.400000000000002,-5.294,-4.394,274,270,34,12893,0.32117,0.28664
431,3.2,-11.8,-5.294,-4.394,274,270,18,12911,0.32117,0.28664
432,-11.399999999999961,23.59999999999978,-5.294,-4.394,274,271,164,13075,0.32117,0.28664
433,-15.699999999999996,-0.6999999999999957,-5.294,-4.394,274,271,57,13132,0.32117,0.28664
434,-11.1,3.9000000000000004,-5.294,-4.394,274,271,11,13143,0.32117,0.28664
435,-11.0,4.0,-5.294,-4.394,274,271,10,13153,0.32117,0.28664
436,-11.0,4.0,-5.294,-4.394,274,271,10,13163,0.32117,0.28664
437,-7.299999999999972,-12.299999999999986,-5.294,-4.394,274,272,123,13286,0.32117,0.28664
438,-7.499999999999972,-12.499999999999995,-5.294,-4.394,274,273,125,13411,0.32117,0.28664
439,-12.2,2.8,-5.294,-4.394,274,273,22,13433,0.32117,0.28664
440,3.8000000000000007,-11.2,-5.456,-4.356,274,273,12,13445,0.29074,0.33891
441,2.2999999999999994,-12.700000000000001,-5.456,-4.356,274,273,27,13472,0.29074,0.33891
442,-11.299999999999999,3.7,-5.456,-4.356,274,273,13,13485,0.29074,0.33891
443,0.20000000000000107,-4.79999999999999,-5.456,-4.356,274,274,48,13533,0.29074,0.33891
444,-10.799999999999999,4.2,-5.456,-4.356,274,274,8,13541,0.29074,0.33891
445,-10.9,4.1000000000000005,-5.456,-4.356,274,274,9,13550,0.29074,0.33891
446,-11.7,3.3,-5.456,-4.356,274,274,17,13567,0.29074,0.33891
447,-12.3,2.6999999999999997,-5.456,-4.356,274,274,23,13590,0.29074,0.33891
448,-10.799999999999999,4.2,-5.456,-4.356,274,274,8,13598,0.29074,0.33891
449,-10.9,4.1000000000000005,-5.456,-4.356,274,274,9,13607,0.29074,0.33891
450,3.8000000000000007,-11.2,-5.456,-4.356,274,274,12,13619,0.29074,0.33891
451,-11.1,3.9000000000000004,-5.456,-4.356,274,274,11,13630,0.29074,0.33891
452,3.8000000000000007,-11.2,-5.456,-4.356,274,274,12,13642,0.29074,0.33891
453,2.099999999999999,-12.9,-5.456,-4.356,274,274,29,13671,0.29074,0.33891
454,-10.9,4.1000000000000005,-5.456,-4.356,274,274,9,13680,0.29074,0.33891
455,-12.2,2.8,-5.456,-4.356,274,274,22,13702,0.29074,0.33891
456,3.3,-11.7,-5.456,-4.356,274,274,17,13719,0.29074,0.33891
457,-0.09999999999999787,-15.099999999999998,-5.456,-4.356,274,274,51,13770,0.29074,0.33891
458,-12.5,2.4999999999999996,-5.456,-4.356,274,274,25,13795,0.29074,0.33891
459,1.4999999999999987,-13.500000000000002,-5.456,-4.356,274,274,35,13830,0.29074,0.33891
460,-10.7,4.300000000000001,-4.976,-4.876,274,274,7,13837,0.30508,0.41097
461,-10.9,4.1000000000000005,-4.976,-4.876,274,274,9,13846,0.30508,0.41097
462,0.9999999999999982,-3.9999999999999982,-4.976,-4.876,274,275,40,13886,0.30508,0.41097
463,-11.1,3.9000000000000004,-4.976,-4.876,274,275,11,13897,0.30508,0.41097
464,-11.1,3.9000000000000004,-4.976,-4.876,274,275,11,13908,0.30508,0.41097
465,-10.7,4.300000000000001,-4.976,-4.876,274,275,7,13915,0.30508,0.41097
466,-11.5,3.5,-4.976,-4.876,274,275,15,13930,0.30508,0.41097
467,-11.4,3.6000000000000005,-4.976,-4.876,274,275,14,13944,0.30508,0.41097
468,-12.599999999999978,-27.59999999999998,-4.976,-4.876,274,275,176,14120,0.30508,0.41097
469,-10.799999999999999,4.2,-4.976,-4.876,274,275,8,14128,0.30508,0.41097
470,-10.799999999999999,4.2,-4.976,-4.876,274,275,8,14136,0.30508,0.41097
471,-10.799999999999999,4.2,-4.976,-4.876,274,275,8,14144,0.30508,0.41097
472,-10.9,4.1000000000000005,-4.976,-4.876,274,275,9,14153,0.30508,0.41097
473,-2.6999999999999886,-17.69999999999999,-4.976,-4.876,274,275,77,14230,0.30508,0.41097
474,-11.2,3.8000000000000007,-4.976,-4.876,274,275,12,14242,0.30508,0.41097
475,3.8000000000000007,-11.2,-4.976,-4.876,274,275,12,14254,0.30508,0.41097
476,3.7,-11.299999999999999,-4.976,-4.876,274,275,13,14267,0.30508,0.41097
477,-12.0,3.0,-4.976,-4.876,274,275,20,14287,0.30508,0.41097
478,-10.799999999999999,4.2,-4.976,-4.876,274,275,8,14295,0.30508,0.41097
479,-11.899999999999936,-16.899999999999938,-4.976,-4.876,274,276,369,14664,0.30508,0.41097
480,-13.700000000000001,1.2999999999999985,-6.317,-4.417,274,276,37,14701,0.27098,0.45618
481,-4.399999999999983,-19.399999999999984,-6.317,-4.417,274,276,94,14795,0.27098,0.45618
482,-10.9,4.1000000000000005,-6.317,-4.417,274,276,9,14804,0.27098,0.45618
483,3.4000000000000004,-11.6,-6.317,-4.417,274,276,16,14820,0.27098,0.45618
484,-10.9,4.1000000000000005,-6.317,-4.417,274,276,9,14829,0.27098,0.45618
485,-10.6,4.4,-6.317,-4.417,274,276,6,14835,0.27098,0.45618
486,11.700000000000008,-13.3,-6.317,-4.417,275,276,33,14868,0.27098,0.45618
487,1.2999999999999985,-13.700000000000001,-6.317,-4.417,275,276,37,14905,0.27098,0.45618
488,1.799999999999999,-13.200000000000001,-6.317,-4.417,275,276,32,14937,0.27098,0.45618
489,-10.799999999999999,4.2,-6.317,-4.417,275,276,8,14945,0.27098,0.45618
490,0.6999999999999993,-4.2999999999999865,-6.317,-4.417,275,277,43,14988,0.27098,0.45618
491,-10.7,4.300000000000001,-6.317,-4.417,275,277,7,14995,0.27098,0.45618
492,-11.5,3.5,-6.317,-4.417,275,277,15,15010,0.27098,0.45618
493,-14.3,0.6999999999999993,-6.317,-4.417,275,277,43,15053,0.27098,0.45618
494,-2.0999999999999996,12.900000000000006,-6.317,-4.417,275,277,21,15074,0.27098,0.45618
495,-10.9,4.1000000000000005,-6.317,-4.417,275,277,9,15083,0.27098,0.45618
496,7.0000000000000036,-7.999999999999982,-6.317,-4.417,275,277,80,15163,0.27098,0.45618
497,-10.7,4.300000000000001,-6.317,-4.417,275,277,7,15170,0.27098,0.45618
498,-10.799999999999999,4.2,-6.317,-4.417,275,277,8,15178,0.27098,0.45618
499,-10.799999999999999,4.2,-6.317,-4.417,275,277,8,15186,0.27098,0.45618
500,-10.799999999999999,4.2,-5.625,-2.625,275,277,8,15194,0.27430,0.45663
501,-11.0,4.0,-5.625,-2.625,275,277,10,15204,0.27430,0.45663
502,2.5999999999999996,-12.4,-5.625,-2.625,275,277,24,15228,0.27430,0.45663
503,-10.7,4.300000000000001,-5.625,-2.625,275,277,7,15235,0.27430,0.45663
504,-10.799999999999999,4.2,-5.625,-2.625,275,277,8,15243,0.27430,0.45663
505,-10.799999999999999,4.2,-5.625,-2.625,275,277,8,15251,0.27430,0.45663
506,13.100000000000007,-11.9,-5.625,-2.625,276,277,19,15270,0.27430,0.45663
507,-11.1,3.9000000000000004,-5.625,-2.625,276,277,11,15281,0.27430,0.45663
508,-10.799999999999999,4.2,-5.625,-2.625,276,277,8,15289,0.27430,0.45663
509,3.2,-11.8,-5.625,-2.625,276,277,18,15307,0.27430,0.45663
510,3.8000000000000007,-11.2,-5.625,-2.625,276,277,12,15319,0.27430,0.45663
511,2.2999999999999994,-12.700000000000001,-5.625,-2.625,276,277,27,15346,0.27430,0.45663
512,7.6000000000000085,-17.39999999999999,-5.625,-2.625,277,277,74,15420,0.27430,0.45663
513,-15.899999999999995,-0.899999999999995,-5.625,-2.625,277,277,59,15479,0.27430,0.45663
514,1.9999999999999991,-13.0,-5.625,-2.625,277,277,30,15509,0.27430,0.45663
515,-12.3,2.6999999999999997,-5.625,-2.625,277,277,23,15532,0.27430,0.45663
516,-11.299999999999999,3.7,-5.625,-2.625,277,277,13,15545,0.27430,0.45663
517,1.5999999999999988,-13.400000000000002,-5.625,-2.625,277,277,34,15579,0.27430,0.45663
518,-10.6,4.4,-5.625,-2.625,277,277,6,15585,0.27430,0.45663
519,-11.1,3.9000000000000004,-5.625,-2.625,277,277,11,15596,0.27430,0.45663
520,-10.799999999999999,4.2,-6.273,-2.273,277,277,8,15604,0.29591,0.43135
521,10.100000000000007,-14.899999999999999,-6.273,-2.273,278,277,49,15653,0.29591,0.43135
522,9.100000000000014,-15.899999999999995,-6.273,-2.273,279,277,59,15712,0.29591,0.43135
523,3.8000000000000007,-11.2,-6.273,-2.273,279,277,12,15724,0.29591,0.43135
524,1.5999999999999988,-13.400000000000002,-6.273,-2.273,279,277,34,15758,0.29591,0.43135
525,1.0999999999999983,-13.900000000000002,-6.273,-2.273,279,277,39,15797,0.29591,0.43135
526,-16.099999999999994,-1.0999999999999943,-6.273,-2.273,279,277,61,15858,0.29591,0.43135
527,-12.4,2.5999999999999996,-6.273,-2.273,279,277,24,15882,0.29591,0.43135
528,-1.6999999999999922,-16.699999999999992,-6.273,-2.273,279,277,67,15949,0.29591,0.43135
529,-12.0,3.0,-6.273,-2.273,279,277,20,15969,0.29591,0.43135
530,-12.600000000000001,2.3999999999999995,-6.273,-2.273,279,277,26,15995,0.29591,0.43135
531,-12.1,2.9,-6.273,-2.273,279,277,21,16016,0.29591,0.43135
532,-11.0,4.0,-6.273,-2.273,279,277,10,16026,0.29591,0.43135
533,-14.999999999999998,1.7763568394002505e-15,-6.273,-2.273,279,277,50,16076,0.29591,0.43135
534,-10.9,4.1000000000000005,-6.273,-2.273,279,277,9,16085,0.29591,0.43135
535,-10.9,4.1000000000000005,-6.273,-2.273,279,277,9,16094,0.29591,0.43135
536,-13.500000000000002,21.499999999999986,-6.273,-2.273,279,278,35,16129,0.29591,0.43135
537,-10.799999999999999,4.2,-6.273,-2.273,279,278,8,16137,0.29591,0.43135
538,-11.1,3.9000000000000004,-6.273,-2.273,279,278,11,16148,0.29591,0.43135
539,-10.799999999999999,4.2,-6.273,-2.273,279,278,8,16156,0.29591,0.43135
540,3.8000000000000007,-11.2,-6.423,-2.123,279,278,12,16168,0.27512,0.39862
541,-12.1,2.9,-6.423,-2.123,279,278,21,16189,0.27512,0.39862
542,-12.2,2.8,-6.423,-2.123,279,278,22,16211,0.27512,0.39862
543,3.8000000000000007,-11.2,-6.423,-2.123,279,278,12,16223,0.27512,0.39862
544,-11.1,3.9000000000000004,-6.423,-2.123,279,278,11,16234,0.27512,0.39862
545,-11.0,4.0,-6.423,-2.123,279,278,10,16244,0.27512,0.39862
546,2.2999999999999994,-12.700000000000001,-6.423,-2.123,279,278,27,16271,0.27512,0.39862
547,-12.700000000000001,12.300000000000008,-6.423,-2.123,279,279,27,16298,0.27512,0.39862
548,-12.3,2.6999999999999997,-6.423,-2.123,279,279,23,16321,0.27512,0.39862
549,-11.1,3.9000000000000004,-6.423,-2.123,279,279,11,16332,0.27512,0.39862
550,-12.2,2.8,-6.423,-2.123,279,279,22,16354,0.27512,0.39862
551,-10.7,4.300000000000001,-6.423,-2.123,279,279,7,16361,0.27512,0.39862
552,2.2999999999999994,-12.700000000000001,-6.423,-2.123,279,279,27,16388,0.27512,0.39862
553,-12.0,3.0,-6.423,-2.123,279,279,20,16408,0.27512,0.39862
554,-10.799999999999999,4.2,-6.423,-2.123,279,279,8,16416,0.27512,0.39862
555,-13.699999999999998,-8.699999999999967,-6.423,-2.123,280,279,137,16553,0.27512,0.39862
556,-11.5,3.5,-6.423,-2.123,280,279,15,16568,0.27512,0.39862
557,3.5,-11.5,-6.423,-2.123,280,279,15,16583,0.27512,0.39862
558,3.0999999999999996,-1.8999999999999986,-6.423,-2.123,280,280,19,16602,0.27512,0.39862
559,-10.9,4.1000000000000005,-6.423,-2.123,280,280,9,16611,0.27512,0.39862
560,-11.0,4.0,-6.834,-1.634,280,280,10,16621,0.26685,0.37283
561,2.4999999999999996,-12.5,-6.834,-1.634,280,280,25,16646,0.26685,0.37283
562,3.8000000000000007,-11.2,-6.834,-1.634,280,280,12,16658,0.26685,0.37283
563,-11.9,-11.9,-6.834,-1.634,280,280,19,16677,0.26685,0.37283
564,0.9999999999999982,-14.000000000000002,-6.834,-1.634,280,280,40,16717,0.26685,0.37283
565,-11.8,3.2,-6.834,-1.634,280,280,18,16735,0.26685,0.37283
566,14.200000000000003,-10.799999999999999,-6.834,-1.634,281,280,8,16743,0.26685,0.37283
567,0.40000000000000036,-14.6,-6.834,-1.634,281,280,46,16789,0.26685,0.37283
568,-2.1999999999999904,-17.19999999999999,-6.834,-1.634,281,280,72,16861,0.26685,0.37283
569,-12.3,2.6999999999999997,-6.834,-1.634,281,280,23,16884,0.26685,0.37283
570,-10.799999999999999,4.2,-6.834,-1.634,281,280,8,16892,0.26685,0.37283
571,-10.9,4.1000000000000005,-6.834,-1.634,281,280,9,16901,0.26685,0.37283
572,3.8000000000000007,-11.2,-6.834,-1.634,281,280,12,16913,0.26685,0.37283
573,-2.5,2.4999999999999996,-6.834,-1.634,282,280,25,16938,0.26685,0.37283
574,-13.8,1.1999999999999984,-6.834,-1.634,282,280,38,16976,0.26685,0.37283
575,-10.799999999999999,4.2,-6.834,-1.634,282,280,8,16984,0.26685,0.37283
576,-13.200000000000001,1.799999999999999,-6.834,-1.634,282,280,32,17016,0.26685,0.37283
577,-2.599999999999989,-17.599999999999987,-6.834,-1.634,282,280,76,17092,0.26685,0.37283
578,-11.0,4.0,-6.834,-1.634,282,280,10,17102,0.26685,0.37283
579,3.0999999999999996,-11.9,-6.834,-1.634,282,280,19,17121,0.26685,0.37283
580,-12.8,2.1999999999999993,-6.048,-2.298,282,280,28,17149,0.25626,0.40132
581,-1.9999999999999911,-16.999999999999993,-6.048,-2.298,282,280,70,17219,0.25626,0.40132
582,11.8,-13.200000000000001,-6.048,-2.298,283,280,32,17251,0.25626,0.40132
583,-12.0,13.000000000000002,-6.048,-2.298,283,281,20,17271,0.25626,0.40132
584,-11.9,3.0999999999999996,-6.048,-2.298,283,281,19,17290,0.25626,0.40132
585,-10.7,4.300000000000001,-6.048,-2.298,283,281,7,17297,0.25626,0.40132
586,9.300000000000008,-15.699999999999996,-6.048,-2.298,284,281,57,17354,0.25626,0.40132
587,-0.09999999999999787,-15.099999999999998,-6.048,-2.298,284,281,51,17405,0.25626,0.40132
588,-10.799999999999999,4.2,-6.048,-2.298,284,281,8,17413,0.25626,0.40132
589,-11.7,3.3,-6.048,-2.298,284,281,17,17430,0.25626,0.40132
590,4.2,-0.7999999999999972,-6.048,-2.298,284,282,8,17438,0.25626,0.40132
591,-5.499999999999979,-20.49999999999998,-6.048,-2.298,284,282,105,17543,0.25626,0.40132
592,-11.2,3.8000000000000007,-6.048,-2.298,284,282,12,17555,0.25626,0.40132
